id,loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,recoveries,collections_12_mths_ex_med,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim,class
323457,13025, 60 months,25.89,389.13,G,10+ years,MORTGAGE,45000,Verified,debt_consolidation,29.68,0,Aug-90,3,17,0,21358,80.6,27,0,0,0,0,213567,26500,0
193813,6400, 36 months,7.9,200.26,A,2 years,RENT,24000,Not Verified,debt_consolidation,16.65,0,May-04,0,7,0,12680,53.7,12,0,0,0,0,12680,23600,0
163369,19200, 36 months,7.9,600.78,A,10+ years,RENT,102000,Not Verified,credit_card,12.07,0,Aug-97,0,9,0,38493,38.5,11,0,0,0,0,41977,100100,0
843666,2500, 36 months,8.67,79.12,B,10+ years,OWN,67000,Source Verified,credit_card,14.77,0,Jun-99,0,11,1,2617,10.7,38,0,0,0,0,100093,24500,0
149361,6000, 36 months,18.75,219.18,D,10+ years,RENT,58000,Not Verified,other,14.94,1,Feb-99,2,8,0,8993,33.9,20,0,0,0,0,14464,26493,0
102709,35000, 36 months,11.55,1155,B,10+ years,MORTGAGE,114000,Verified,home_improvement,16.45,0,May-88,0,15,0,54929,61.4,36,0,0,0,0,457689,89500,0
101276,3500, 36 months,7.62,109.07,A,10+ years,MORTGAGE,95000,Not Verified,car,1.98,0,Dec-86,1,6,0,7976,17.4,17,0,0,0,0,176264,45900,0
597574,16000, 60 months,17.57,402.57,D,10+ years,MORTGAGE,96000,Not Verified,other,5.03,0,Nov-00,0,21,1,20232,33.8,33,0,0,0,0,237455,59800,0
91100,11200, 60 months,22.2,310.61,E,1 year,MORTGAGE,74872,Verified,debt_consolidation,10.15,0,Dec-02,0,31,0,6446,75.8,62,0,0,0,0,404904,8500,0
54168,6200, 36 months,13.67,210.91,B,2 years,MORTGAGE,51000,Source Verified,debt_consolidation,19.19,0,Jul-04,1,11,0,4696,34.8,32,0,0,0,2650,158859,13500,0
185145,19750, 36 months,13.11,666.51,B,9 years,RENT,73628,Verified,debt_consolidation,30.33,0,Sep-97,1,15,0,26493,49.2,35,0,0,0,0,61019,53800,0
119164,7200, 60 months,24.89,210.87,F,10+ years,RENT,55000,Verified,other,27.75,1,Feb-99,3,8,1,3244,88.2,23,0,0,0,0,217421,4300,0
359807,12000, 60 months,15.61,289.34,D,3 years,MORTGAGE,70000,Verified,debt_consolidation,21.28,0,Apr-02,1,10,1,40995,91.1,34,0,0,0,303,267530,45000,0
138058,20000, 36 months,14.33,686.77,C,10+ years,RENT,53000,Verified,debt_consolidation,24.72,0,Nov-95,0,9,0,15209,61.1,33,0,0,0,0,23986,24900,0
97632,8000, 36 months,17.56,287.46,D,3 years,MORTGAGE,105997,Not Verified,other,19.5,0,Feb-89,2,13,0,31113,75.9,38,0,0,0,0,286566,41000,0
451384,33600, 60 months,20.5,899.57,E,6 years,MORTGAGE,250000,Verified,debt_consolidation,13.58,0,Jan-89,1,22,1,49239,70.2,44,0,0,0,51,420772,68500,0
90669,5600, 36 months,15.61,195.81,C,4 years,OWN,52000,Verified,credit_card,2.26,0,Jan-04,0,3,1,3807,62.4,4,0,0,0,0,3807,6100,0
140847,16000, 36 months,19.05,586.91,D,10+ years,MORTGAGE,95400,Not Verified,medical,25.98,0,Jan-94,1,16,0,35920,92.6,35,0,0,0,0,281815,38800,0
451621,15000, 36 months,12.85,504.33,B,10+ years,OWN,55000,Not Verified,credit_card,19.17,0,Sep-98,0,12,0,12576,67.6,21,0,0,0,0,45656,18600,0
100156,12000, 60 months,20.31,320.01,D,< 1 year,RENT,55458,Verified,debt_consolidation,24.84,0,Oct-06,0,16,0,7082,86.4,35,0,0,0,0,122020,8200,0
282670,7500, 36 months,6.49,229.84,A,10+ years,MORTGAGE,140700,Source Verified,home_improvement,24.38,0,Apr-89,2,13,0,93220,76,28,0,0,0,0,410489,100700,0
165966,7000, 36 months,11.14,229.64,B,8 years,RENT,42000,Not Verified,car,4.74,0,Sep-05,0,8,0,7125,52.8,15,0,0,0,0,7125,13500,0
184205,3200, 36 months,10.16,103.5,B,9 years,OWN,36000,Verified,major_purchase,32.9,0,Jul-90,0,10,0,13665,57.4,12,0,0,0,0,22820,23800,0
813139,3600, 36 months,9.99,116.15,B,10+ years,RENT,32000,Not Verified,credit_card,7.43,0,May-99,0,5,0,10262,34.2,16,0,0,0,0,10262,30000,0
151708,19000, 36 months,8.9,603.32,A,7 years,MORTGAGE,1.00E+05,Not Verified,credit_card,14.1,0,Jan-94,1,7,0,23369,53.5,19,0,0,0,0,297574,43700,0
187375,13800, 36 months,13.11,465.71,B,4 years,RENT,60000,Source Verified,credit_card,16.68,0,Sep-02,1,11,0,24164,63.8,23,0,0,0,0,24612,37900,0
448514,17000, 36 months,6.03,517.41,A,8 years,MORTGAGE,90000,Not Verified,debt_consolidation,11.83,0,Jul-98,0,4,0,9437,18.9,11,0,0,0,0,172738,50000,0
102347,10000, 36 months,9.71,321.32,B,n/a,MORTGAGE,45890,Verified,debt_consolidation,13.2,0,Jan-97,0,12,0,14087,49.3,40,0,0,0,0,128011,28600,0
315662,10200, 36 months,15.61,356.65,D,10+ years,OWN,71664,Not Verified,debt_consolidation,37.37,0,Jun-97,0,13,0,25752,85.6,36,0,0,0,0,250680,30100,0
181872,6075, 36 months,17.77,218.93,D,5 years,RENT,89000,Source Verified,other,9.76,0,Jun-01,0,6,0,3756,78.2,9,0,0,0,0,27949,4800,0
133733,6000, 36 months,12.12,199.63,B,1 year,MORTGAGE,55000,Source Verified,home_improvement,13.42,0,Sep-04,1,7,0,5460,73.8,14,0,0,0,0,69335,7400,0
200289,1800, 36 months,8.9,57.16,A,10+ years,RENT,40000,Not Verified,wedding,15.78,0,May-06,0,6,0,7899,71.2,7,0,0,0,0,23631,11100,0
404378,7200, 36 months,13.65,244.86,C,2 years,RENT,35064,Verified,debt_consolidation,34.63,0,Feb-05,2,15,0,9332,60.2,16,0,0,0,0,44184,15500,0
186964,12575, 60 months,19.72,331.21,D,10+ years,MORTGAGE,65000,Source Verified,debt_consolidation,16.52,1,Aug-84,2,19,0,16032,58.1,59,0,0,0,0,267151,27600,0
363912,20300, 60 months,18.99,526.49,E,10+ years,MORTGAGE,77000,Source Verified,debt_consolidation,21.6,1,Sep-90,0,10,0,9454,55.6,28,0,0,0,0,294526,17000,0
254523,25450, 60 months,22.99,717.31,F,2 years,MORTGAGE,67000,Source Verified,debt_consolidation,31.38,0,Jul-02,1,10,0,33080,83.1,27,0,0,0,0,263452,39800,0
355267,1000, 36 months,15.61,34.97,D,3 years,RENT,40000,Not Verified,debt_consolidation,19.38,0,Oct-04,1,6,0,363,2.6,16,0,0,0,0,2557,14000,0
125551,25000, 36 months,14.33,858.46,C,n/a,MORTGAGE,81200,Verified,debt_consolidation,22.03,0,Aug-95,1,22,1,24569,57,39,0,0,0,0,169601,43100,0
185443,24000, 60 months,21,649.29,E,10+ years,MORTGAGE,87000,Verified,debt_consolidation,24.33,2,Jun-94,2,7,0,28722,84.5,16,0,0,0,0,122119,33980,0
138577,8000, 36 months,18.75,292.24,D,3 years,RENT,90000,Not Verified,debt_consolidation,18.16,0,Sep-05,1,11,0,23892,90.2,17,0,0,0,0,50448,26500,0
86594,20000, 60 months,15.61,482.23,C,4 years,RENT,50000,Verified,debt_consolidation,17.28,0,Dec-75,0,6,0,4965,93.7,11,0,0,0,0,14415,5300,0
436878,12700, 36 months,14.16,435.05,C,10+ years,RENT,63000,Source Verified,debt_consolidation,12.78,1,Dec-02,1,5,1,3052,66.3,22,0,0,0,0,14068,4600,0
67264,10000, 36 months,13.67,340.18,B,< 1 year,RENT,65000,Not Verified,debt_consolidation,15.53,0,Dec-08,1,11,0,4380,75.5,16,0,0,0,0,53050,5800,0
817307,10000, 36 months,13.33,338.54,C,10+ years,RENT,66000,Source Verified,other,14.18,0,Aug-00,1,13,1,4011,15.1,29,0,0,0,0,15549,26600,0
288415,25000, 36 months,7.12,773.3,A,4 years,MORTGAGE,72000,Verified,debt_consolidation,25.65,1,Jun-08,0,14,0,8193,33.7,17,0,0,0,784,297912,24300,0
315738,25000, 60 months,25.99,748.37,G,10+ years,MORTGAGE,109000,Verified,debt_consolidation,20.33,0,Feb-97,2,19,0,16076,65.7,36,0,0,0,0,167450,24200,0
399540,17175, 36 months,15.61,600.53,C,2 years,RENT,43000,Source Verified,debt_consolidation,30.06,0,Jan-97,1,10,1,12789,25.8,27,0,0,0,0,35681,49600,0
349528,25000, 36 months,13.98,854.2,C,2 years,RENT,56000,Verified,debt_consolidation,27.97,0,May-08,0,9,0,14424,49.7,21,0,0,0,0,58526,29000,0
143882,19600, 36 months,13.11,661.45,B,10+ years,MORTGAGE,55000,Verified,credit_card,26.51,0,Sep-98,0,12,0,23062,67.6,25,0,0,0,0,159432,34100,0
361506,20000, 60 months,14.49,470.47,C,10+ years,OWN,58000,Source Verified,debt_consolidation,14.65,0,Jul-04,0,5,0,9678,68.6,14,0,0,0,0,167182,14100,0
143861,11625, 36 months,21,437.98,E,10+ years,OWN,96000,Source Verified,small_business,4.06,0,Oct-96,2,3,0,0,0,8,0,0,0,0,9873,6000,0
720808,12400, 36 months,9.17,395.3,B,10+ years,MORTGAGE,120000,Not Verified,debt_consolidation,15.72,0,Jan-78,1,19,1,21081,55.6,37,0,0,0,0,145394,37900,0
44446,10000, 36 months,17.57,359.38,D,7 years,MORTGAGE,85000,Source Verified,home_improvement,19.65,0,Feb-89,2,10,0,17685,75.6,22,0,0,0,0,57073,23400,0
165470,4725, 36 months,22.47,181.61,E,1 year,RENT,29000,Not Verified,debt_consolidation,29.92,0,Apr-03,3,11,0,4995,53.1,22,0,0,0,0,32730,9400,0
408117,14400, 36 months,7.62,448.73,A,10+ years,MORTGAGE,66000,Source Verified,credit_card,15.86,1,Oct-85,0,17,0,10921,29.8,29,0,0,0,2711,152008,36600,0
202773,11025, 36 months,6.03,335.56,A,10+ years,MORTGAGE,70000,Not Verified,home_improvement,19.15,0,Apr-92,1,8,0,7814,22.6,24,0,0,0,0,210962,34500,0
340986,7200, 36 months,11.67,238.01,B,3 years,RENT,50000,Not Verified,debt_consolidation,18.84,0,Aug-09,0,17,0,7733,45.5,22,0,0,0,0,58056,17000,0
749333,15400, 36 months,13.33,521.34,C,3 years,RENT,35000,Source Verified,debt_consolidation,18.83,0,Feb-06,0,14,0,18726,51.4,24,0,0,0,0,23726,36400,0
63198,21000, 36 months,7.9,657.1,A,10+ years,MORTGAGE,68008,Source Verified,credit_card,24.09,0,Sep-74,0,17,0,34092,50.5,28,0,0,0,0,196808,67500,0
465135,20050, 60 months,23.7,573.32,F,10+ years,OWN,68400,Verified,home_improvement,32.84,0,Jun-06,2,16,0,10047,67.4,20,0,0,0,0,61720,14900,0
173568,20000, 36 months,14.33,686.77,C,8 years,MORTGAGE,119000,Verified,debt_consolidation,10.97,1,Jan-82,3,10,0,24387,81,24,0,0,0,0,408490,30100,0
432538,12000, 36 months,9.67,385.35,B,10+ years,MORTGAGE,64682,Source Verified,debt_consolidation,16.44,0,Nov-98,1,11,0,21793,65.4,20,0,0,0,0,255753,33300,0
462541,7925, 36 months,16.99,282.51,D,3 years,RENT,40000,Source Verified,debt_consolidation,14.4,0,Jun-05,0,8,0,11792,67,13,0,0,0,0,15629,17600,0
80769,10000, 36 months,17.76,360.33,D,2 years,MORTGAGE,50000,Verified,other,16.7,0,Nov-97,0,5,0,2674,38.2,17,0,0,0,0,227126,7000,0
752768,5000, 36 months,9.99,161.32,B,7 years,MORTGAGE,46000,Verified,credit_card,9.39,1,Aug-03,0,8,0,5381,40.2,26,0,0,0,0,314124,13400,0
425806,22750, 36 months,16.59,806.47,D,10+ years,RENT,60000,Verified,debt_consolidation,23.54,0,Oct-00,0,5,0,21364,71.9,18,0,0,0,168,27681,29700,0
352587,10000, 36 months,11.67,330.57,B,10+ years,RENT,36000,Not Verified,debt_consolidation,3.73,0,Feb-03,1,7,1,3978,33.1,22,0,0,0,0,3978,12000,0
842251,15000, 60 months,10.99,326.07,B,2 years,RENT,60931,Verified,debt_consolidation,12.31,0,Mar-92,1,9,0,10838,13,10,0,0,0,0,27055,99600,0
177179,25000, 36 months,15.31,870.44,C,10+ years,MORTGAGE,70000,Verified,debt_consolidation,6.84,0,Nov-93,1,7,0,7320,40.7,18,0,0,0,0,48682,18000,0
426150,24000, 36 months,12.99,808.54,B,5 years,RENT,186000,Verified,credit_card,18.82,1,Apr-90,0,12,0,49478,70.4,38,0,0,0,0,79799,70300,0
245696,6300, 36 months,11.44,207.57,B,10+ years,MORTGAGE,43000,Not Verified,debt_consolidation,27.32,0,Jun-93,0,8,0,6476,40.7,24,0,0,0,0,148807,15900,0
817232,15000, 36 months,9.17,478.19,B,6 years,RENT,48000,Source Verified,debt_consolidation,12.8,0,May-01,2,6,0,18751,73.5,11,0,0,0,0,18751,25500,0
338911,10000, 36 months,18.24,362.73,D,8 years,MORTGAGE,181000,Not Verified,other,4.87,3,Nov-01,1,3,0,2824,97.4,13,0,0,0,0,213531,2900,0
286106,6000, 36 months,11.67,198.35,B,9 years,MORTGAGE,49500,Not Verified,credit_card,7.22,1,Jan-04,0,16,0,6854,21,29,0,0,0,113,109111,32600,0
250316,12000, 36 months,11.44,395.37,B,3 years,RENT,48000,Source Verified,debt_consolidation,18.43,0,Nov-02,0,12,1,9675,34.9,28,0,0,0,1376,32988,27700,0
319672,9000, 36 months,6.49,275.81,A,6 years,MORTGAGE,95000,Not Verified,debt_consolidation,7.23,0,Oct-05,5,11,0,5392,19.3,26,0,0,0,0,233339,28000,0
128109,20000, 36 months,19.72,740.43,D,5 years,MORTGAGE,70000,Verified,debt_consolidation,30.7,0,Jun-00,5,9,0,9027,64.9,43,0,0,0,0,304126,13900,0
303579,1000, 36 months,15.61,34.97,D,3 years,OWN,28000,Source Verified,vacation,25.71,0,Dec-02,0,18,0,9282,48.9,20,0,0,0,0,46174,19000,0
377835,20000, 60 months,13.98,465.16,C,10+ years,MORTGAGE,70000,Source Verified,debt_consolidation,18.31,0,Oct-03,0,12,0,4893,31.2,25,0,0,0,0,277158,15700,0
257916,8875, 36 months,20.99,334.33,E,10+ years,RENT,38000,Verified,other,4.07,0,Nov-01,2,3,0,2848,91.9,12,0,0,0,0,2848,3100,0
323205,6975, 36 months,14.99,241.76,C,3 years,MORTGAGE,70000,Not Verified,debt_consolidation,14.68,0,Jun-99,1,12,1,7186,42.5,34,0,0,0,0,176432,16900,0
234127,20000, 36 months,6.03,608.72,A,3 years,MORTGAGE,130000,Source Verified,debt_consolidation,28.51,0,Apr-01,1,22,0,30629,31.3,36,0,0,0,0,119895,97800,0
196362,5500, 36 months,15.31,191.5,C,4 years,RENT,18737,Source Verified,debt_consolidation,28.95,0,Nov-04,0,9,0,4102,41.4,16,0,0,0,0,6701,9900,0
680973,6925, 36 months,9.99,223.42,B,10+ years,OWN,35000,Source Verified,debt_consolidation,18.14,0,Nov-03,1,5,1,340,1.9,15,0,0,0,0,15800,18000,0
79427,9600, 36 months,18.55,349.72,D,< 1 year,RENT,38000,Not Verified,debt_consolidation,21.66,0,Sep-06,1,13,0,9562,38.4,18,0,0,0,0,59226,24900,0
137901,35000, 36 months,16.29,1235.52,C,3 years,MORTGAGE,1.00E+05,Verified,debt_consolidation,22.03,0,Oct-03,2,14,0,33833,87,21,0,0,0,0,331044,38900,0
234956,1800, 36 months,8.19,56.57,A,10+ years,RENT,56000,Not Verified,major_purchase,8.04,0,Mar-91,0,23,1,1173,2.4,27,0,0,0,0,2946,49500,0
55519,16000, 36 months,9.67,513.8,B,n/a,MORTGAGE,90000,Source Verified,debt_consolidation,13.09,0,Mar-74,1,15,0,25820,51.6,25,0,0,0,0,125475,50000,0
388318,10000, 36 months,15.61,349.65,D,7 years,RENT,90000,Not Verified,debt_consolidation,16.55,0,Aug-00,0,17,0,35048,81.3,41,0,0,0,0,107826,43100,0
201452,21200, 36 months,13.11,715.44,B,< 1 year,MORTGAGE,180000,Not Verified,debt_consolidation,12.87,0,Nov-94,0,6,0,38302,75.5,27,0,0,0,0,533255,50700,0
131915,8500, 36 months,13.11,286.85,B,6 years,RENT,40000,Verified,debt_consolidation,6,0,Jul-00,0,9,1,8518,31.8,21,0,0,0,0,8518,26800,0
197695,6000, 36 months,14.33,206.03,C,4 years,RENT,40815,Not Verified,debt_consolidation,7.47,0,Aug-03,0,11,0,3614,58.3,11,0,0,0,195,3980,6200,0
242872,2200, 36 months,12.99,74.12,C,10+ years,MORTGAGE,58000,Source Verified,other,29.07,1,Mar-01,0,16,0,27440,46.3,35,0,0,0,0,54865,59300,0
626341,14000, 36 months,6.89,431.58,A,7 years,MORTGAGE,110000,Not Verified,debt_consolidation,17.92,0,Sep-05,0,17,0,10649,39.9,39,0,0,0,0,477602,26700,0
144430,17625, 36 months,17.27,630.76,C,2 years,MORTGAGE,40000,Verified,debt_consolidation,30.84,0,Jun-00,4,14,0,7915,36,28,0,0,0,256,101004,22000,0
100519,9300, 36 months,6.03,283.06,A,10+ years,MORTGAGE,86000,Verified,debt_consolidation,18.43,0,Dec-88,0,12,0,5899,19.7,25,0,0,0,0,264653,29900,0
463033,14400, 36 months,15.61,503.5,C,10+ years,RENT,56000,Not Verified,debt_consolidation,16.97,0,Jul-00,1,11,0,25122,70.4,17,0,0,0,0,27555,35700,0
428885,24000, 36 months,7.62,747.88,A,8 years,MORTGAGE,106000,Verified,debt_consolidation,23.33,0,Sep-98,0,10,0,19079,93.1,56,0,0,0,0,285578,20500,0
187828,35000, 36 months,21.98,1336.31,E,10+ years,RENT,115000,Verified,debt_consolidation,10.7,0,Nov-91,0,8,0,22297,83.8,20,0,0,0,0,31157,26600,0
397670,21000, 36 months,11.99,697.41,B,7 years,MORTGAGE,52878.8,Not Verified,debt_consolidation,17.11,0,Jul-04,2,10,0,14154,73,19,0,0,0,0,209298,19400,0
328165,10000, 36 months,12.99,336.9,C,10+ years,MORTGAGE,50000,Not Verified,debt_consolidation,15.96,0,Nov-00,1,7,1,5918,55.3,18,0,0,0,544,160444,10700,0
298052,4200, 36 months,15.61,146.86,D,10+ years,MORTGAGE,40000,Verified,credit_card,32.64,0,Jun-06,0,12,0,17419,76.4,18,0,0,0,0,183719,22800,0
71362,3000, 36 months,7.9,93.88,A,3 years,MORTGAGE,54000,Verified,car,0.56,0,Apr-01,0,1,0,385,12.8,11,0,0,0,0,385,3000,0
202740,10575, 36 months,15.31,368.2,C,8 years,RENT,65000,Not Verified,debt_consolidation,11.21,1,Jul-06,0,10,0,5905,56.8,22,0,0,0,0,24809,10400,0
176933,18000, 60 months,15.8,435.82,C,2 years,MORTGAGE,203000,Verified,debt_consolidation,15.71,0,Oct-97,2,19,1,7399,87,38,0,0,0,0,555710,8500,0
161801,17050, 36 months,7.62,531.31,A,7 years,MORTGAGE,83000,Source Verified,debt_consolidation,10.93,0,Apr-05,1,9,0,8478,39.8,22,0,0,0,0,136383,21300,0
182144,22175, 36 months,7.9,693.87,A,8 years,MORTGAGE,72000,Source Verified,debt_consolidation,19.03,0,Jan-99,1,18,0,14498,30.1,53,0,0,0,0,175724,48238,0
116576,6000, 36 months,11.55,198,B,9 years,MORTGAGE,52666,Not Verified,debt_consolidation,3.74,0,Aug-96,0,6,0,4581,23.7,10,0,0,0,0,4581,19300,0
149220,10000, 36 months,11.14,328.06,B,10+ years,RENT,80054,Verified,house,7.01,1,Jan-91,2,10,0,11092,47.4,21,0,0,0,0,14720,23400,0
195946,14300, 36 months,19.05,524.55,D,9 years,RENT,37000,Verified,credit_card,29.87,0,Aug-94,3,7,0,13689,95.7,8,0,0,0,0,19878,14300,0
444726,27900, 60 months,21.48,762.35,E,7 years,RENT,76000,Verified,debt_consolidation,32.83,0,May-02,3,14,0,18066,61.2,42,0,0,0,0,97585,29500,0
463334,28000, 36 months,6.03,852.2,A,10+ years,MORTGAGE,80662,Verified,debt_consolidation,8.76,0,May-96,0,7,0,4806,16.6,25,0,0,0,0,193269,29000,0
858385,8000, 36 months,13.66,272.11,C,6 years,RENT,30000,Source Verified,home_improvement,25.36,1,Dec-00,0,7,0,4691,33.5,14,0,0,1,0,31899,14000,0
80299,25000, 36 months,9.25,797.91,A,8 years,MORTGAGE,105000,Source Verified,debt_consolidation,18.41,0,Feb-00,0,8,0,17419,76.4,23,0,0,0,0,370602,22800,0
260405,6500, 36 months,21.99,248.21,E,< 1 year,OWN,32000,Not Verified,debt_consolidation,20.59,0,Jul-10,2,7,0,10488,49.2,11,0,0,0,0,22031,21300,0
812173,8125, 36 months,14.65,280.27,C,n/a,RENT,24000,Verified,other,18.65,0,May-03,0,5,0,2317,44.6,25,0,0,0,2611,9543,5200,0
114752,7800, 36 months,9.71,250.63,B,6 years,MORTGAGE,56000,Verified,debt_consolidation,33.78,0,Jun-80,2,15,0,20094,39.8,47,0,0,0,0,165091,50500,0
165745,35000, 36 months,12.12,1164.51,B,2 years,MORTGAGE,137150,Verified,debt_consolidation,25.47,3,Sep-83,0,23,0,22659,51,63,0,0,0,0,512303,44445,0
67848,26500, 60 months,20.2,705.05,D,2 years,MORTGAGE,60000,Verified,debt_consolidation,13.78,0,Sep-96,0,13,0,8746,21.6,22,0,0,0,0,35394,40400,0
353851,3850, 36 months,14.49,132.51,C,< 1 year,RENT,45000,Verified,debt_consolidation,3.89,0,Nov-06,0,12,1,3249,87.8,29,0,0,0,0,72430,3700,0
799407,35000, 60 months,13.99,814.21,C,10+ years,MORTGAGE,155000,Verified,debt_consolidation,18.7,4,Feb-95,0,17,0,25873,81.6,49,0,0,0,0,494398,32500,0
426524,4600, 60 months,18.25,117.44,D,1 year,RENT,60000,Source Verified,credit_card,10.7,0,Jun-02,1,23,0,8298,26.1,33,0,0,0,285,24055,31800,0
156811,3000, 36 months,14.33,103.02,C,4 years,MORTGAGE,50000,Not Verified,home_improvement,4.54,0,Jul-97,1,7,0,5285,70.5,12,0,0,0,0,129050,7500,0
118593,20000, 60 months,17.56,503.1,D,4 years,MORTGAGE,92000,Verified,credit_card,10.2,0,Nov-05,1,14,0,27909,64.3,23,0,0,0,0,210451,43400,0
321238,5000, 36 months,22.15,191.35,E,10+ years,OWN,96012,Source Verified,medical,24.61,0,Feb-98,1,25,1,15300,61.2,54,0,0,0,0,160950,25000,0
369403,15000, 36 months,9.17,478.19,B,10+ years,RENT,65000,Not Verified,credit_card,10.02,0,Jan-85,0,8,0,16125,64.8,25,0,0,0,0,16125,24900,0
382571,24000, 36 months,9.17,765.1,B,7 years,OWN,2.00E+05,Verified,credit_card,14.89,0,Jan-90,2,19,0,31131,86.5,48,0,0,0,0,750468,36000,0
105162,20000, 60 months,19.52,524.56,D,1 year,MORTGAGE,125000,Verified,credit_card,17.07,0,Nov-84,1,14,0,19377,69.3,37,0,0,0,0,282963,27000,0
274556,10000, 36 months,7.69,311.94,A,6 years,MORTGAGE,67000,Not Verified,credit_card,16.96,0,Dec-97,0,6,0,5772,78,17,0,0,0,0,43974,7400,0
182693,6000, 36 months,14.09,205.33,B,5 years,MORTGAGE,42744.78,Verified,debt_consolidation,29.2,0,Aug-94,1,19,0,6272,82.5,30,0,0,0,0,124739,7600,0
320419,5000, 36 months,6.03,152.18,A,1 year,RENT,50000,Not Verified,car,25.28,0,Nov-06,0,13,0,4197,13.9,19,0,0,0,0,74280,30100,0
395868,12000, 36 months,7.62,373.94,A,1 year,MORTGAGE,51000,Verified,debt_consolidation,14.89,0,Jun-01,0,10,0,769,3.8,24,0,0,0,0,109350,20000,0
173721,10000, 36 months,7.9,312.91,A,2 years,RENT,84000,Verified,credit_card,12.06,0,Nov-02,0,21,0,13349,30.8,34,0,0,0,179,95750,43400,0
365908,15000, 36 months,6.03,456.54,A,10+ years,MORTGAGE,115000,Source Verified,debt_consolidation,10.48,0,Oct-97,1,6,0,5317,8,12,0,0,0,0,31999,66700,0
169865,22000, 60 months,16.29,538.4,C,10+ years,MORTGAGE,84000,Verified,home_improvement,12.51,0,Sep-96,0,8,0,23875,72.8,20,0,0,0,0,433478,32800,0
241589,12000, 36 months,11.99,398.52,B,10+ years,MORTGAGE,62000,Not Verified,credit_card,17.23,1,Jul-01,0,10,0,16904,85.4,19,0,0,0,0,155155,19800,0
301365,18850, 60 months,25.57,559.59,F,7 years,RENT,63000,Verified,debt_consolidation,29.92,0,May-01,1,12,0,21287,78.3,27,0,0,0,357,71026,28900,0
452094,10000, 36 months,13.53,339.5,B,< 1 year,RENT,30000,Not Verified,credit_card,24.91,0,Jan-10,1,7,0,8385,73.6,11,0,0,0,0,25887,11400,0
163075,12375, 36 months,13.11,417.62,B,5 years,RENT,45000,Not Verified,credit_card,9.07,0,Sep-02,1,14,0,8201,46.3,29,0,0,0,0,15080,17700,0
320135,3000, 36 months,18.99,109.96,E,1 year,MORTGAGE,70000,Not Verified,home_improvement,18.58,0,Aug-04,1,14,0,17306,72.7,26,0,0,0,0,152674,23800,0
456933,4000, 36 months,18.25,145.12,D,9 years,RENT,18000,Not Verified,credit_card,24.67,0,Sep-05,0,8,0,7967,71.1,13,0,0,0,0,10673,11200,0
278515,8000, 36 months,11.67,264.46,B,n/a,RENT,55000,Verified,major_purchase,2.28,0,Sep-03,0,11,0,6176,72.7,30,0,0,0,0,62753,8500,0
448757,2300, 36 months,11.99,76.39,B,4 years,MORTGAGE,110000,Not Verified,debt_consolidation,5.06,0,Aug-01,0,11,0,3578,33.4,29,0,0,0,295,232314,10700,0
360294,14000, 36 months,13.35,474.08,C,6 years,MORTGAGE,83000,Not Verified,home_improvement,8.08,1,Jan-90,4,8,0,58,0.4,23,0,0,0,0,289463,12900,0
168458,5000, 36 months,15.8,175.3,C,10+ years,RENT,37000,Not Verified,credit_card,4.38,0,Feb-96,0,5,0,3978,92.5,11,0,0,0,0,3978,4300,0
197321,7200, 36 months,6.03,219.14,A,4 years,MORTGAGE,50000,Not Verified,major_purchase,0.96,0,Jan-96,0,12,0,580,0.8,23,0,0,0,0,86652,71700,0
202679,15000, 36 months,18.75,547.95,D,7 years,MORTGAGE,70000,Verified,credit_card,6.99,0,Jun-03,0,7,0,13229,70,13,0,0,0,158,166703,18900,0
202666,22000, 36 months,12.12,731.98,B,3 years,RENT,55765.7,Source Verified,debt_consolidation,16.1,0,Aug-89,0,10,0,19230,81.1,22,0,0,0,0,25304,23700,0
327634,4000, 36 months,10.99,130.94,B,< 1 year,RENT,27000,Not Verified,debt_consolidation,23.96,0,Jul-08,0,14,0,4028,39.9,23,0,0,0,0,31529,10100,0
165001,14000, 36 months,12.12,465.81,B,10+ years,OWN,110000,Not Verified,debt_consolidation,10.8,0,Jan-94,0,7,0,4131,93.9,15,0,0,0,0,53335,4400,0
264383,2400, 36 months,14.49,82.6,C,< 1 year,MORTGAGE,75000,Verified,home_improvement,3.42,0,Apr-10,1,6,0,6743,45.6,7,0,0,0,0,8005,14800,0
265405,12175, 60 months,17.57,306.33,D,1 year,MORTGAGE,68000,Not Verified,debt_consolidation,37.66,0,Sep-02,0,13,0,18460,69.7,30,0,0,0,0,214835,26500,0
791720,15000, 36 months,12.29,500.3,C,4 years,RENT,72000,Not Verified,major_purchase,15.65,0,May-97,2,16,0,5735,20,22,0,0,0,0,64369,28700,0
76727,6000, 36 months,17.76,216.2,D,1 year,RENT,67000,Source Verified,credit_card,3.53,1,Oct-01,2,7,0,5302,27.3,13,0,0,0,0,14371,19400,0
858171,14775, 60 months,22.99,416.43,F,10+ years,RENT,79000,Source Verified,debt_consolidation,18.81,0,Oct-03,2,9,0,7557,58.1,25,0,0,0,0,39659,13000,0
